invoice_id,date,branch,city,customer_type,gender,product,category,quantity,unit_price,payment,rating,sales,sales_calculated,sales_difference
INV0121,2026-04-24,D,Bengaluru,Member,Female,Chips,Snacks,5,34.49,Cash,3.9,172.45,172.45000000000002,2.842170943040401e-14
INV0122,2026-04-12,B,Delhi,Member,Female,Coffee,Beverages,6,168.46,UPI,3.6,1010.76,1010.76,0.0
INV0123,2026-03-27,A,Jaipur,Normal,Male,Potato,Vegetables,4,32.71,UPI,3.5,130.84,130.84,0.0
INV0124,2026-03-26,B,Delhi,Member,Male,Cold Drink,Beverages,9,61.93,Cash,4.5,557.37,557.37,0.0
INV0125,2026-01-29,A,Jaipur,Normal,Female,Face Wash,Personal Care,3,126.88,Cash,4.3,380.64,380.64,0.0
INV0126,2026-03-09,A,Jaipur,Member,Male,Biscuits,Snacks,4,27.67,Cash,3.1,110.68,110.68,0.0
INV0127,2026-04-26,D,Bengaluru,Member,Female,Cheese,Dairy,2,206.4,UPI,4.0,412.8,412.8,0.0
INV0128,2026-04-20,A,Jaipur,Member,Female,Cheese,Dairy,1,213.02,Net Banking,4.4,213.02,213.02,0.0
INV0129,2026-02-02,D,Bengaluru,Member,Male,Potato,Vegetables,2,32.61,UPI,3.6,65.22,65.22,0.0
INV0130,2026-06-29,C,Mumbai,Member,Female,Apples,Fruits,9,151.08,UPI,3.2,1359.72,1359.72,0.0
INV0131,2026-04-17,B,Delhi,Member,Female,Bananas,Fruits,4,59.53,Net Banking,4.5,238.12,238.12,0.0
INV0132,2026-01-18,C,Mumbai,Member,Male,Bananas,Fruits,5,58.2,Net Banking,3.2,291.0,291.0,0.0
INV0133,2026-06-21,A,Jaipur,Normal,Male,Rice,Grocery,6,69.24,Card,3.2,415.44,415.43999999999994,5.684341886080802e-14
INV0134,2026-01-27,C,Mumbai,Normal,Female,Bananas,Fruits,1,63.53,Card,4.2,63.53,63.53,0.0
INV0135,2026-01-30,B,Delhi,Normal,Female,Biscuits,Snacks,4,30.75,Card,4.5,123.0,123.0,0.0
INV0136,2026-01-08,B,Delhi,Normal,Male,Bananas,Fruits,10,63.31,Card,3.4,633.1,633.1,0.0
INV0137,2026-02-06,C,Mumbai,Normal,Female,Tea,Beverages,3,117.14,UPI,4.5,351.42,351.42,0.0
INV0138,2026-02-10,A,Jaipur,Member,Female,Rice,Grocery,4,72.76,Card,3.7,291.04,291.04,0.0
INV0139,2026-03-11,C,Mumbai,Member,Male,Cold Drink,Beverages,1,66.0,UPI,3.9,66.0,66.0,0.0
INV0140,2026-04-21,D,Bengaluru,Member,Male,Tomato,Vegetables,7,45.77,Card,3.2,320.39,320.39000000000004,5.684341886080802e-14
INV0141,2026-02-22,D,Bengaluru,Member,Male,Cheese,Dairy,1,225.88,UPI,3.6,225.88,225.88,0.0
INV0142,2026-04-21,B,Delhi,Member,Male,Biscuits,Snacks,5,31.27,Net Banking,3.4,156.35,156.35,0.0
INV0143,2026-04-12,D,Bengaluru,Member,Female,Noodles,Grocery,9,56.79,UPI,4.7,511.11,511.11,0.0
INV0144,2026-07-01,A,Jaipur,Normal,Female,Bananas,Fruits,2,55.38,Net Banking,4.3,110.76,110.76,0.0
INV0145,2026-01-23,C,Mumbai,Member,Female,Shampoo,Personal Care,6,177.26,Card,3.9,1063.56,1063.56,0.0
INV0146,2026-03-28,A,Jaipur,Member,Female,Eggs,Dairy,7,89.07,Card,3.4,623.49,623.49,0.0
INV0147,2026-03-31,B,Delhi,Member,Male,Rice,Grocery,2,70.12,Card,4.5,140.24,140.24,0.0
INV0148,2026-02-15,B,Delhi,Member,Male,Eggs,Dairy,5,84.28,UPI,4.9,421.4,421.4,0.0
INV0149,2026-02-08,D,Bengaluru,Member,Female,Potato,Vegetables,10,36.42,Card,3.9,364.2,364.20000000000005,5.684341886080802e-14
INV0150,2026-03-21,D,Bengaluru,Member,Female,Potato,Vegetables,5,35.74,UPI,3.9,178.7,178.70000000000002,2.842170943040401e-14
INV0151,2026-04-29,A,Jaipur,Member,Male,Bread,Bakery,5,39.16,Net Banking,4.2,195.8,195.79999999999998,2.842170943040401e-14
INV0152,2026-05-09,A,Jaipur,Normal,Female,Potato,Vegetables,10,37.29,Net Banking,3.3,372.9,372.9,0.0
INV0153,2026-01-11,A,Jaipur,Normal,Male,Potato,Vegetables,6,32.78,Cash,3.5,196.68,196.68,0.0
INV0154,2026-04-10,D,Bengaluru,Member,Female,Potato,Vegetables,10,35.13,Card,3.8,351.3,351.3,0.0
INV0155,2026-03-14,C,Mumbai,Member,Male,Chips,Snacks,6,32.49,Net Banking,3.5,194.94,194.94,0.0
INV0156,2026-02-03,B,Delhi,Normal,Female,Tea,Beverages,3,111.96,Net Banking,4.2,335.88,335.88,0.0
INV0157,2026-05-11,A,Jaipur,Normal,Male,Soap,Personal Care,6,45.42,Net Banking,3.7,272.52,272.52,0.0
INV0158,2026-02-27,C,Mumbai,Member,Female,Soap,Personal Care,4,42.7,Cash,5.0,170.8,170.8,0.0
INV0159,2026-06-08,B,Delhi,Member,Male,Rice,Grocery,2,67.71,Card,3.3,135.42,135.42,0.0
INV0160,2026-01-12,D,Bengaluru,Normal,Male,Biscuits,Snacks,10,28.38,Net Banking,3.8,283.8,283.8,0.0
INV0161,2026-05-01,B,Delhi,Member,Male,Potato,Vegetables,8,35.62,Card,4.8,284.96,284.96,0.0
INV0162,2026-04-08,B,Delhi,Normal,Female,Coffee,Beverages,10,185.14,Card,4.0,1851.4,1851.3999999999999,2.2737367544323206e-13
INV0163,2026-06-14,D,Bengaluru,Member,Female,Cooking Oil,Grocery,10,157.61,UPI,4.0,1576.1,1576.1000000000001,2.2737367544323206e-13
INV0164,2026-02-11,C,Mumbai,Normal,Female,Noodles,Grocery,9,58.82,UPI,3.5,529.38,529.38,0.0
INV0165,2026-04-17,B,Delhi,Normal,Female,Bananas,Fruits,4,56.08,UPI,3.1,224.32,224.32,0.0
INV0166,2026-01-26,C,Mumbai,Member,Male,Eggs,Dairy,2,88.36,Card,4.7,176.72,176.72,0.0
INV0167,2026-06-30,C,Mumbai,Normal,Female,Biscuits,Snacks,5,28.26,Cash,3.9,141.3,141.3,0.0
INV0168,2026-03-15,A,Jaipur,Normal,Female,Rice,Grocery,4,64.61,UPI,3.5,258.44,258.44,0.0
INV0169,2026-06-02,A,Jaipur,Member,Male,Bread,Bakery,10,38.33,Net Banking,4.1,383.3,383.29999999999995,5.684341886080802e-14
INV0170,2026-02-17,B,Delhi,Normal,Male,Biscuits,Snacks,1,29.0,Net Banking,4.3,29.0,29.0,0.0
INV0171,2026-05-01,A,Jaipur,Normal,Male,Cheese,Dairy,2,236.71,Net Banking,3.1,473.42,473.42,0.0
INV0172,2026-03-03,D,Bengaluru,Member,Male,Coffee,Beverages,1,172.91,Card,4.5,172.91,172.91,0.0
INV0173,2026-06-14,A,Jaipur,Member,Female,Cold Drink,Beverages,6,67.45,Card,3.4,404.7,404.70000000000005,5.684341886080802e-14
INV0174,2026-03-17,D,Bengaluru,Member,Female,Tomato,Vegetables,3,45.95,UPI,3.4,137.85,137.85000000000002,2.842170943040401e-14
INV0175,2026-01-10,B,Delhi,Member,Female,Bread,Bakery,5,38.82,Card,4.5,194.1,194.1,0.0
INV0176,2026-02-01,B,Delhi,Normal,Female,Soap,Personal Care,1,43.97,Card,4.6,43.97,43.97,0.0
INV0177,2026-06-27,D,Bengaluru,Member,Male,Apples,Fruits,7,145.45,Net Banking,4.0,1018.15,1018.1499999999999,1.1368683772161603e-13
INV0178,2026-03-24,C,Mumbai,Member,Male,Rice,Grocery,2,72.54,Card,3.2,145.08,145.08,0.0
INV0179,2026-03-31,C,Mumbai,Normal,Male,Soap,Personal Care,10,43.61,Net Banking,3.9,436.1,436.1,0.0
INV0180,2026-06-21,C,Mumbai,Normal,Male,Chips,Snacks,5,37.79,UPI,4.3,188.95,188.95,0.0
INV0181,2026-01-09,C,Mumbai,Normal,Male,Cheese,Dairy,3,230.6,Net Banking,3.3,691.8,691.8,0.0
INV0182,2026-04-05,B,Delhi,Member,Male,Coffee,Beverages,10,176.03,Net Banking,3.7,1760.3,1760.3,0.0
INV0183,2026-01-30,A,Jaipur,Member,Female,Cold Drink,Beverages,6,61.23,Cash,3.1,367.38,367.38,0.0
INV0184,2026-02-24,B,Delhi,Member,Female,Tomato,Vegetables,9,45.13,Net Banking,5.0,406.17,406.17,0.0
INV0185,2026-04-24,C,Mumbai,Normal,Female,Tomato,Vegetables,3,42.84,Cash,5.0,128.52,128.52,0.0
INV0186,2026-07-01,C,Mumbai,Member,Female,Coffee,Beverages,9,186.03,Cash,4.9,1674.27,1674.27,0.0
INV0187,2026-05-07,B,Delhi,Normal,Male,Coffee,Beverages,2,180.25,Cash,3.1,360.5,360.5,0.0
INV0188,2026-03-21,C,Mumbai,Member,Male,Potato,Vegetables,9,36.7,UPI,3.8,330.3,330.3,0.0
INV0189,2026-03-23,D,Bengaluru,Normal,Male,Cheese,Dairy,7,216.86,Cash,4.3,1518.02,1518.02,0.0
INV0190,2026-04-21,D,Bengaluru,Member,Male,Potato,Vegetables,6,36.01,Cash,4.0,216.06,216.06,0.0
INV0191,2026-03-30,A,Jaipur,Member,Female,Shampoo,Personal Care,5,180.52,Cash,4.9,902.6,902.6,0.0
INV0192,2026-05-09,C,Mumbai,Member,Female,Rice,Grocery,9,67.21,UPI,4.3,604.89,604.89,0.0
INV0193,2026-01-21,B,Delhi,Member,Male,Cooking Oil,Grocery,10,153.81,UPI,3.1,1538.1,1538.1,0.0
INV0194,2026-06-10,C,Mumbai,Normal,Male,Chocolate,Snacks,7,52.14,Net Banking,4.1,364.98,364.98,0.0
INV0195,2026-02-10,C,Mumbai,Member,Male,Tomato,Vegetables,7,43.16,UPI,3.9,302.12,302.12,0.0
INV0196,2026-04-13,D,Bengaluru,Member,Female,Potato,Vegetables,10,33.34,Card,3.3,333.4,333.40000000000003,5.684341886080802e-14
INV0197,2026-04-26,C,Mumbai,Member,Male,Cheese,Dairy,6,222.17,Card,3.5,1333.02,1333.02,0.0
INV0198,2026-02-10,A,Jaipur,Normal,Female,Bread,Bakery,7,38.66,Cash,4.6,270.62,270.62,0.0
INV0199,2026-03-20,C,Mumbai,Normal,Female,Chocolate,Snacks,8,52.1,Net Banking,4.0,416.8,416.8,0.0
INV0200,2026-01-13,A,Jaipur,Member,Female,Apples,Fruits,4,140.12,UPI,3.6,560.48,560.48,0.0
INV0201,2026-04-14,D,Bengaluru,Member,Female,Soap,Personal Care,2,45.26,Card,3.7,90.52,90.52,0.0
INV0202,2026-04-09,D,Bengaluru,Member,Female,Bread,Bakery,4,40.45,UPI,4.0,161.8,161.8,0.0
INV0203,2026-04-06,C,Mumbai,Member,Male,Chips,Snacks,2,36.01,Net Banking,4.6,72.02,72.02,0.0
INV0204,2026-01-12,C,Mumbai,Member,Female,Noodles,Grocery,3,58.86,UPI,3.1,176.58,176.57999999999998,2.842170943040401e-14
INV0205,2026-06-06,C,Mumbai,Normal,Male,Tomato,Vegetables,3,45.14,Card,3.6,135.42,135.42000000000002,2.842170943040401e-14
INV0206,2026-05-02,D,Bengaluru,Member,Female,Chips,Snacks,5,36.34,Card,4.6,181.7,181.70000000000002,2.842170943040401e-14
INV0207,2026-03-09,C,Mumbai,Member,Male,Tea,Beverages,7,123.34,Net Banking,4.9,863.38,863.38,0.0
INV0208,2026-06-24,B,Delhi,Member,Female,Bread,Bakery,3,40.53,Cash,3.5,121.59,121.59,0.0
INV0209,2026-04-16,A,Jaipur,Member,Female,Chocolate,Snacks,6,46.15,Cash,4.0,276.9,276.9,0.0
INV0210,2026-05-15,D,Bengaluru,Member,Female,Bread,Bakery,9,41.32,Net Banking,3.8,371.88,371.88,0.0
INV0211,2026-02-19,B,Delhi,Member,Female,Potato,Vegetables,6,37.31,Net Banking,4.9,223.86,223.86,0.0
INV0212,2026-03-23,C,Mumbai,Normal,Male,Noodles,Grocery,5,53.23,Net Banking,4.0,266.15,266.15,0.0
INV0213,2026-02-07,C,Mumbai,Member,Female,Soap,Personal Care,9,42.28,Card,3.6,380.52,380.52,0.0
INV0214,2026-02-21,C,Mumbai,Normal,Female,Rice,Grocery,8,68.28,Cash,4.7,546.24,546.24,0.0
